segmentnr	original	analyzed
MBtantrabhidanaHK-9639	au	au 
MBtantrabhidanaHK-9640	pūrṇavān - ai	pūrṇavān ai 
MBtantrabhidanaHK-9641	pūrṇā -	pūrṇā 
MBtantrabhidanaHK-9642	ṃ(aṃ)|	ṃaṃ 
MBtantrabhidanaHK-9643	ḥ(aḥ)	ḥaḥ 
MBtantrabhidanaHK-9644	pūrṇimā -	pūrṇimā 
MBtantrabhidanaHK-9645	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9646	pūrṇodarī - a	pūrṇodarī a 
MBtantrabhidanaHK-9647	pūrvaḥ - ka|ka&	pūrvaḥ ka ka 
MBtantrabhidanaHK-9648	pūrvadikpatiḥ - i|	pūrva dikpatiḥ i 
MBtantrabhidanaHK-9649	la	la 
MBtantrabhidanaHK-9650	pūrvabāhukaḥ -	pūrva bāhukaḥ 
MBtantrabhidanaHK-9651	śa	śa 
MBtantrabhidanaHK-9652	pūrvaphalgunī -	pūrva phalgunī 
MBtantrabhidanaHK-9653	cha	cha 
MBtantrabhidanaHK-9654	pūṣaṇaḥ - u	pūṣaṇaḥ u 
MBtantrabhidanaHK-9655	pūṣā - a|i|o|ma|sa	pūṣā aiomasa 
MBtantrabhidanaHK-9656	pṛṣaṇī - ṛ	pṛṣaṇī ṛ 
MBtantrabhidanaHK-9657	pūtanā - tha	pūtanā tha 
MBtantrabhidanaHK-9658	pṛtanāṣāṭ - i|la	pṛtanāṣāh ila 
MBtantrabhidanaHK-9659	pṛthivī - u|la|la&	pṛthivī ulala 
MBtantrabhidanaHK-9660	pṛthuḥ - ga	pṛthuḥ ga 
MBtantrabhidanaHK-9661	pṛthuśekharaḥ ##-	       
MBtantrabhidanaHK-9662	pṛthvī - ṭa|la|	pṛthvī ṭala 
MBtantrabhidanaHK-9663	kṣa|la&	kṣala 
MBtantrabhidanaHK-9664	pṛṣatāmpatiḥ -	pṛṣatāmpatiḥ 
MBtantrabhidanaHK-9665	ṭa|ya|ya&	ṭa ya ya 
MBtantrabhidanaHK-9666	pṛṣṭhagataḥ -	pṛṣṭha gataḥ 
MBtantrabhidanaHK-9667	ba	ba 
MBtantrabhidanaHK-9668	pṛṣṭhapucchakaḥ	pṛṣṭhapucchakaḥ 
MBtantrabhidanaHK-9669	- ta	ta 
MBtantrabhidanaHK-9670	pṛṣṭhavaṃśaḥ ##-	pṛṣṭhavaṃśaḥ 
MBtantrabhidanaHK-9671	pauṇḍravarṇaḥ -	pauṇḍra varṇaḥ 
MBtantrabhidanaHK-9672	peṭakī - krā&	peṭakī krā 
MBtantrabhidanaHK-9673	peṭalaḥ - krā&	peṭalaḥ krā 
MBtantrabhidanaHK-9674	prakampana - ṭa|	prakampana ṭa 
MBtantrabhidanaHK-9675	ya|ya&	yaya 
MBtantrabhidanaHK-9676	prakāśaḥ - a	prakāśaḥ a 
MBtantrabhidanaHK-9677	prakāśakaḥ - ka	prakāśakaḥ ka 
MBtantrabhidanaHK-9678	prakāśanaḥ - ra	prakāśanaḥ ra 
MBtantrabhidanaHK-9679	prakāśinī - ña	prakāśinī ña 
MBtantrabhidanaHK-9680	prakṛtiḥ - a|	prakṛtiḥ a 
MBtantrabhidanaHK-9681	ḥ(aḥ)|ra|sa	ḥaḥ rasa 
MBtantrabhidanaHK-9682	pracaṇḍaḥ - u|kha|	pracaṇḍaḥ ukha 
MBtantrabhidanaHK-9683	jha|pa	jhapa 
MBtantrabhidanaHK-9684	pracaṇḍakaḥ - pa	pracaṇḍakaḥ pa 
MBtantrabhidanaHK-9685	pracetāḥ - ba	pracetāḥ ba 
MBtantrabhidanaHK-9686	prajā - ga|gha	prajāḥ 
MBtantrabhidanaHK-9687	prajāpatiḥ - ka|ma|	prajāpatiḥ kama 
MBtantrabhidanaHK-9688	ka&	ka 
MBtantrabhidanaHK-9689	prajeśaḥ - ū	prajā īśaḥ u 
MBtantrabhidanaHK-9690	prajñā - ṣa|oṃ	prajñā ṣaoṃ 
MBtantrabhidanaHK-9691	praṇavādiyuk - a	praṇava ādi yuk a 
MBtantrabhidanaHK-9692	praṇavādiḥ - a	praṇava ādiḥ a 
MBtantrabhidanaHK-9693	praṇyā - pa	praṇyā pa 
MBtantrabhidanaHK-9694	pratipannaḥ - a	pratipannaḥ a 
MBtantrabhidanaHK-9695	pratirañjanarūpiṇī ##-	       
MBtantrabhidanaHK-9696	pratiṣṭhā - ā|u|	pratiṣṭhā āu 
MBtantrabhidanaHK-9697	ṛ|gha	ṛgha 
MBtantrabhidanaHK-9698	pratiṣṭhākalā -	pratiṣṭhā kalā 
MBtantrabhidanaHK-9699	hlīṃ	hlīṃ 
MBtantrabhidanaHK-9700	pratiṣṭhitaḥ - ṝ	pratiṣṭhitaḥ ṝ 
MBtantrabhidanaHK-9701	pratyaṅgirā - a|	pratyaṅgirāḥ a 
MBtantrabhidanaHK-9702	chraum	chraum 
MBtantrabhidanaHK-9703	prathamā - a	prathamā a 
MBtantrabhidanaHK-9704	prathamāntaḥ - ā	prathama antaḥ ā 
MBtantrabhidanaHK-9705	pradiṣṭaḥ - ṭa	pradiṣṭaḥ ṭa 
MBtantrabhidanaHK-9706	pradīptaḥ - jha	pradīptaḥ jha 
MBtantrabhidanaHK-9707	pradyumnaḥ - i|ka|	pradyumnaḥ i ka 
MBtantrabhidanaHK-9708	ṃ(aṃ)|āṃ|	ṃaṃ āṃ 
MBtantrabhidanaHK-9709	klīṃ	klīṃ 
MBtantrabhidanaHK-9710	pradhvaṃsanaḥ - o	pradhvaṃsanaḥ o 
MBtantrabhidanaHK-9711	pranā - ga|ca|cha|	pra nā gacacha 
MBtantrabhidanaHK-9712	ṭa|ya|sa	ṭa yasa 
MBtantrabhidanaHK-9713	prapañcarūpā - a	prapañca rūpā 
MBtantrabhidanaHK-9714	prabhañjanaḥ -	prabhañjanaḥ 
MBtantrabhidanaHK-9715	ṭa|ṭha|pa|ya|ya&	ṭa ṭha pa yaya 
MBtantrabhidanaHK-9716	prabhākaraḥ - ā	prabhākaraḥ ā 
MBtantrabhidanaHK-9717	prabhuḥ - a|u|ka|	prabhuḥ auka 
MBtantrabhidanaHK-9718	ma|ka&|klīṃ |oṃ	maka klīṃ om 
MBtantrabhidanaHK-9719	pramattaḥ - ma	pramattaḥ ma 
MBtantrabhidanaHK-9720	pramathavāsinī - e	pramathavāsinī e 
MBtantrabhidanaHK-9721	pramathādhipaḥ -	        
MBtantrabhidanaHK-9722	e|ga|sa|ha	ega saha 
MBtantrabhidanaHK-9723	pramardanaḥ - e	pramardanaḥ e 
MBtantrabhidanaHK-9724	pramāṇam - ma	pramāṇam ma 
MBtantrabhidanaHK-9725	pramodaḥ - ṭa|ṭha	pramodaḥ ṭa ṭha 
MBtantrabhidanaHK-9726	prayāgaḥ - pha	prayāgaḥ pha 
MBtantrabhidanaHK-9727	pralambuṣā - ra	pralambuṣā ra 
MBtantrabhidanaHK-9728	pralayaḥ - dhrum	pralayaḥ dhrum 
MBtantrabhidanaHK-9729	pralayakṣayaḥ -	pralaya kṣayaḥ 
MBtantrabhidanaHK-9730	dhruṃ	dhruṃ 
MBtantrabhidanaHK-9731	pralayāgniḥ - ja|	pralaya agniḥ ja 
MBtantrabhidanaHK-9732	pha	pha 
MBtantrabhidanaHK-9733	p. 29)	p 
MBtantrabhidanaHK-9734	praśastikā - hrīṃ	praśastikā hrīṃ 
MBtantrabhidanaHK-9735	prasādaḥ - haṃ|	prasādaḥ haṃ 
MBtantrabhidanaHK-9736	hauṃ	hauṃ 
MBtantrabhidanaHK-9737	prasūtiḥ - dha	prasūtiḥ dha 
MBtantrabhidanaHK-9738	prasūnam - dha	prasūnam dha 
MBtantrabhidanaHK-9739	prasūnaḥ - dha	prasūnaḥ dha 
MBtantrabhidanaHK-9740	prastham - mlauṃ	prastham mlauṃ 
MBtantrabhidanaHK-9741	prasthaḥ - mlauṃ	prasthaḥ mlauṃ 
MBtantrabhidanaHK-9742	prasthavān - da	prasthavān da 
MBtantrabhidanaHK-9743	prahararūpiṇī - jha	prahara rūpiṇī jha 
MBtantrabhidanaHK-9744	prahāraḥ - ṇa	prahāraḥ ṇa 
MBtantrabhidanaHK-9745	prācīnabarhiḥ - i|	prācīna barhiḥ i 
MBtantrabhidanaHK-9746	la	la 
MBtantrabhidanaHK-9747	prājñaḥ - ai	prājñaḥ ai 
MBtantrabhidanaHK-9748	prāṇaḥ - a|ka|ya|	prāṇaḥ akaya 
MBtantrabhidanaHK-9749	sa|ha|ha&	sahaha 
MBtantrabhidanaHK-9750	prāṇaghoṣaḥ -	prāṇa ghoṣaḥ 
MBtantrabhidanaHK-9751	ha&	ha 
MBtantrabhidanaHK-9752	prāṇajīvaḥ -	prāṇa jīvaḥ 
MBtantrabhidanaHK-9753	hsauṃ	hsauṃ 
MBtantrabhidanaHK-9754	prāṇadhārakaḥ -	        
MBtantrabhidanaHK-9755	o	o 
MBtantrabhidanaHK-9756	prāṇabījam -	prāṇa bījam 
MBtantrabhidanaHK-9757	prūṃ	prūṃ 
MBtantrabhidanaHK-9758	prāṇarūpiṇī - ca	prāṇa rūpiṇī ca 
MBtantrabhidanaHK-9759	prāṇaśaktiḥ - ka	prāṇa śaktiḥ ka 
MBtantrabhidanaHK-9760	prāṇasandhiḥ -	prāṇa sandhiḥ 
MBtantrabhidanaHK-9761	ha&	ha 
MBtantrabhidanaHK-9762	prāṇātmā - bha	prāṇa ātmā bha 
MBtantrabhidanaHK-9763	prāṇātmikā - bha	prāṇa ātmikā bha 
MBtantrabhidanaHK-9764	prāṇisevakaḥ - ya	prāṇi sevakaḥ ya 
MBtantrabhidanaHK-9765	prāṇeśaḥ - ha&	prāṇa īśaḥ ha 
MBtantrabhidanaHK-9766	prāsādaḥ - ha&|	prāsādaḥ ha 
MBtantrabhidanaHK-9767	hauṃ	hauṃ 
MBtantrabhidanaHK-9768	pritikhātaḥ - ṝ	pritikhātaḥ ṝ 
MBtantrabhidanaHK-9769	prititāsyā - dha	pr it t āsyāḥ dha 
MBtantrabhidanaHK-9770	priyaṃvadaḥ - a	priyaṃvadaḥ a 
MBtantrabhidanaHK-9771	priyaḥ - dha|na|ṣa	priyaḥ dhanaṣa 
MBtantrabhidanaHK-9772	priyakārakaḥ - pha	priya kārakaḥ pha 
MBtantrabhidanaHK-9773	priyatamaḥ - e|ja|	priyatamaḥ eja 
MBtantrabhidanaHK-9774	sa|ha	saha 
MBtantrabhidanaHK-9775	priyadarśinī - kha	priyadarśinī kha 
MBtantrabhidanaHK-9776	priyā - au|ña|pha|	priyā auñapha 
MBtantrabhidanaHK-9777	ha|strīṃ	hastrīm 
MBtantrabhidanaHK-9778	prītiḥ - ā|u|o||	prītiḥ 
MBtantrabhidanaHK-9779	ṃ(aṃ)|ṝ|	ṃaṃṝ 
MBtantrabhidanaHK-9780	kha|gha|ña|dha	kha ghañ adha 
MBtantrabhidanaHK-9781	prītidevī - ai	prītidevī ai 
MBtantrabhidanaHK-9782	pretabījam - hsauḥ	preta bījam hsauḥ 
MBtantrabhidanaHK-9783	|| pha ||	pha 
MBtantrabhidanaHK-9784	phaṭkāraḥ - pha	phaṭkāraḥ pha 
MBtantrabhidanaHK-9785	phaṭkāriṇī - pha	phaṭkāriṇī pha 
MBtantrabhidanaHK-9786	phaṇādharadharaḥ ##-	        
MBtantrabhidanaHK-9787	phaṇipriyaḥ - ṭa|	phaṇipriyaḥ ṭa 
MBtantrabhidanaHK-9788	ya|ya&	yaya 
MBtantrabhidanaHK-9789	phaṇī - da	phaṇī da 
MBtantrabhidanaHK-9790	pharāraḥ - pha	pharāraḥ pha 
MBtantrabhidanaHK-9791	phalam - pha	phalam pha 
MBtantrabhidanaHK-9792	phalī - koṃ	phalī koṃ 
MBtantrabhidanaHK-9793	phādiḥ - pa|ba	phādiḥ paba 
MBtantrabhidanaHK-9794	phutkāraḥ - pha	phutkāraḥ pha 
MBtantrabhidanaHK-9795	phetkāraḥ - pha|na	phetkāraḥ 
MBtantrabhidanaHK-9796	phetkāriṇī - cha|	phetkāriṇī cha 
MBtantrabhidanaHK-9797	sphīṃ	sphīṃ 
MBtantrabhidanaHK-9798	phetkārī - heṃ|	phetkārī heṃ 
MBtantrabhidanaHK-9799	hskhpreṃ	hskhpreṃ 
MBtantrabhidanaHK-9800	pheruḥ - ṅa	pheruḥ ṅa 
MBtantrabhidanaHK-9801	|| ba ||	ba 
MBtantrabhidanaHK-9802	bakaḥ - ā|ḷ|	bakaḥ āṭ 
MBtantrabhidanaHK-9803	ṭha|śa	ṭha śa 
MBtantrabhidanaHK-9804	bakeśaḥ - śa	baka īśaḥ śa 
MBtantrabhidanaHK-9805	bakodarī - sa	bakodarī sa 
MBtantrabhidanaHK-9806	bagalā - dha	bagalā dha 
MBtantrabhidanaHK-9807	badhū - strīṃ	badhū strīṃ 
MBtantrabhidanaHK-9808	bandanam - namaḥ	bandanam namaḥ 
MBtantrabhidanaHK-9809	bandhanam - ma	bandhanam ma 
MBtantrabhidanaHK-9810	bandhukrāntaḥ -	bandhu krāntaḥ 
MBtantrabhidanaHK-9811	ṭha	ṭha 
MBtantrabhidanaHK-9812	bandhupadanyāsā ##-	bandhu pada nyāsā 
MBtantrabhidanaHK-9813	babhruḥ - a|u|klīṃ	babhruḥ auklīṃ 
MBtantrabhidanaHK-9814	barhaḥ - dha	barhaḥ dha 
MBtantrabhidanaHK-9815	balam - cha|ba	balam chaba 
MBtantrabhidanaHK-9816	balarūpā - ka	bala rūpā ka 
MBtantrabhidanaHK-9817	balavedī - la	bala vedī la 
MBtantrabhidanaHK-9818	balākā - ai	balākā ai 
MBtantrabhidanaHK-9819	balākinī - ai	balākinī ai 
MBtantrabhidanaHK-9820	balānanaḥ - la	bala ānanaḥ la 
MBtantrabhidanaHK-9821	balānujaḥ - la	balānujaḥ la 
MBtantrabhidanaHK-9822	balārātiḥ - i|la	bala arātiḥ 
MBtantrabhidanaHK-9823	baliḥ - e|ra	baliḥ 
MBtantrabhidanaHK-9824	balidhvaṃsī - a|u|	bali dhvaṃsī au 
MBtantrabhidanaHK-9825	klīṃ	klīṃ 
MBtantrabhidanaHK-9826	balipriyaḥ - ba	bali priyaḥ ba 
MBtantrabhidanaHK-9827	balibhuk - da	balibhuj da 
MBtantrabhidanaHK-9828	balibhojanam - ha	bali bhojanam ha 
MBtantrabhidanaHK-9829	balibhojī - da	bali bhojī da 
MBtantrabhidanaHK-9830	baliyuddhaḥ - ba	bali yuddhaḥ ba 
MBtantrabhidanaHK-9831	balī - ba|ya|ra	balī bayara 
MBtantrabhidanaHK-9832	bahiḥ -	bahis 
MBtantrabhidanaHK-9833	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9834	bahurūpaḥ - ka|	bahu rūpaḥ ka 
MBtantrabhidanaHK-9835	ma|ka&	maka 
MBtantrabhidanaHK-9836	bahurūpī - bha|oṃ	bahurūpī bhaoṃ 
MBtantrabhidanaHK-9837	bāṇaḥ - ṇa|drā&	bāṇaḥ ṇadrā 
MBtantrabhidanaHK-9838	bāṇabījam - ṇa	bāṇa bījam ṇa 
MBtantrabhidanaHK-9839	bādhā - jha|va	bādhā jhava 
MBtantrabhidanaHK-9840	bālaḥ - va	bālaḥ va 
MBtantrabhidanaHK-9841	bālakaḥ - hrā&	bālakaḥ hrā 
MBtantrabhidanaHK-9842	bālamantraḥ -	bāla mantraḥ 
MBtantrabhidanaHK-9843	glauṃ|	glauṃ 
MBtantrabhidanaHK-9844	p. 30)	p 
MBtantrabhidanaHK-9845	bālā - a|ṝ|ai|ya	bālā 
MBtantrabhidanaHK-9846	aiṃ klīṃsau	aim klīṃsau 
MBtantrabhidanaHK-9847	bālātripurā - ū	bālā tripurā 
MBtantrabhidanaHK-9848	bālādyaḥ - aiṃ	bāla ādyaḥ aiṃ 
MBtantrabhidanaHK-9849	bālāpraṇāḥ -	bāla apraṇāḥ 
MBtantrabhidanaHK-9850	aiṃ	aiṃ 
MBtantrabhidanaHK-9851	bālī - u|ya	bālī 
MBtantrabhidanaHK-9852	bālīśaḥ - ṣa|oṃ	bālīśaḥ ṣaoṃ 
MBtantrabhidanaHK-9853	bālenduḥ - ṭa	bāla induḥ ṭa 
MBtantrabhidanaHK-9854	bāhuḥ - śa	bāhuḥ śa 
MBtantrabhidanaHK-9855	bāhugaḥ - ḷ	bāhu gaḥ ḷ 
MBtantrabhidanaHK-9856	bāhumadhyagaḥ -	bāhu madhya gaḥ 
MBtantrabhidanaHK-9857	kha	kha 
MBtantrabhidanaHK-9858	bāhumūlam - ka	bāhumūlam ka 
MBtantrabhidanaHK-9859	bāhuśreṣṭhaḥ -	bāhuśreṣṭhaḥ 
MBtantrabhidanaHK-9860	ṣa	ṣa 
MBtantrabhidanaHK-9861	bāhlikam - glaum	bāhlikam glaum 
MBtantrabhidanaHK-9862	binduḥ - i|	binduḥ i 
MBtantrabhidanaHK-9863	ṃ(aṃ)ṭha|	ṃaṃ ṭha 
MBtantrabhidanaHK-9864	ma|haṃ	maham 
MBtantrabhidanaHK-9865	bindukaḥ -	bindukaḥ 
MBtantrabhidanaHK-9866	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9867	bindugamaḥ - na	bindu gamaḥ na 
MBtantrabhidanaHK-9868	bindubinduḥ -	bindu binduḥ 
MBtantrabhidanaHK-9869	ṃ(aḥ)	ṃaḥ 
MBtantrabhidanaHK-9870	bindubhairavī - la	bindubhairavī la 
MBtantrabhidanaHK-9871	bindubhraṃśaḥ -	bindu bhraṃśaḥ 
MBtantrabhidanaHK-9872	ṅa	ṅa 
MBtantrabhidanaHK-9873	bindumayī - ī	bindu mayī 
MBtantrabhidanaHK-9874	bindumālinī - ī|ka	bindumālinī īka 
MBtantrabhidanaHK-9875	binduśaktiḥ - oṃ	bindu śaktiḥ om 
MBtantrabhidanaHK-9876	bimbam - ḍrīm	bimbam ḍrīṃ 
MBtantrabhidanaHK-9877	bilam - tha	bilam tha 
MBtantrabhidanaHK-9878	bījam -	bījam 
MBtantrabhidanaHK-9879	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9880	bījaprasūḥ - la|	bījaprasūḥ la 
MBtantrabhidanaHK-9881	la&	la 
MBtantrabhidanaHK-9882	bījayonikā -	bīja yonikā 
MBtantrabhidanaHK-9883	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9884	bījākarṣiṇī - au	bīja ākarṣiṇī au 
MBtantrabhidanaHK-9885	buddhiḥ - kha|ṭha|	buddhiḥ khaṭha 
MBtantrabhidanaHK-9886	ta|tha|da	tathada 
MBtantrabhidanaHK-9887	buddhibījam - ī	buddhi bījam ī 
MBtantrabhidanaHK-9888	buddhibarddhanaḥ ##-	buddhi barddhanaḥ 
MBtantrabhidanaHK-9889	buddhyākarṣiṇī -	buddhi ākarṣiṇī 
MBtantrabhidanaHK-9890	budbudam -	budbudam 
MBtantrabhidanaHK-9891	ṃ(aṃ)	ṃaṃ 
MBtantrabhidanaHK-9892	budhaḥ - ca	budhaḥ ca 
MBtantrabhidanaHK-9893	bṛhat - ba	bṛhat ba 
MBtantrabhidanaHK-9894	bṛhadbhānuḥ -	bṛhadbhānuḥ 
MBtantrabhidanaHK-9895	ra|ra&	rara 
MBtantrabhidanaHK-9896	bṛhaspatiḥ - ṭa	bṛhaspatiḥ ṭa 
MBtantrabhidanaHK-9897	bradhnaḥ - ma	bradhnaḥ ma 
MBtantrabhidanaHK-9898	brahma - a|ka|kha|	brahma akakha 
MBtantrabhidanaHK-9899	gha|ja|da|ma|ya|oṃ	gha ja da ma ya om 
MBtantrabhidanaHK-9900	brahmabījam - oṃ|	brahmabījam om 
MBtantrabhidanaHK-9901	a|m	am 
MBtantrabhidanaHK-9902	brahmavidyā - ṭa	brahma vidyā ṭa 
MBtantrabhidanaHK-9903	brahmaśaktiḥ -	brahma śaktiḥ 
MBtantrabhidanaHK-9904	aiṃ	aiṃ 
MBtantrabhidanaHK-9905	brahmaśabdaḥ -	brahma śabdaḥ 
MBtantrabhidanaHK-9906	ra	ra 
MBtantrabhidanaHK-9907	brahmaśaṅkhī -	brahma śaṅkhī 
MBtantrabhidanaHK-9908	ṅa	ṅa 
MBtantrabhidanaHK-9909	brahmasūḥ - i|ka|	brahmasūḥ i ka 
MBtantrabhidanaHK-9910	klīṃ	klīṃ 
MBtantrabhidanaHK-9911	brahmasūtram - o	brahmasūtram o 
MBtantrabhidanaHK-9912	brahmā - ka|ma|	brahmā kama 
MBtantrabhidanaHK-9913	kṣa|ka&|oṃ	kṣaka om 
MBtantrabhidanaHK-9914	brahmāṇī - a|ṝ	brahmāṇī aṝ 
MBtantrabhidanaHK-9915	brāhmaṇaḥ - a	brāhmaṇaḥ a 
MBtantrabhidanaHK-9916	brāhmī - ā|u|ḹ|	brāhmī āuḥ 
MBtantrabhidanaHK-9917	ḥ|sa	ḥsa 
MBtantrabhidanaHK-9918	|| bha ||	bha 
MBtantrabhidanaHK-9919	bham - trāṃ|traum	bham trām traum 
MBtantrabhidanaHK-9920	bhaktapriyaḥ - sa	bhakta priyaḥ sa 
MBtantrabhidanaHK-9921	bhaktiḥ - da|ma|	bhaktiḥ dama 
MBtantrabhidanaHK-9922	namaḥ	namaḥ 
MBtantrabhidanaHK-9923	bhagaḥ - e|ū|ga|	bhagaḥ eūga 
MBtantrabhidanaHK-9924	aiṃ	aiṃ 
MBtantrabhidanaHK-9925	bhagajihvā - ca	bhaga jihvā ca 
MBtantrabhidanaHK-9926	bhaganipātinī -	bhaga nipātinī 
MBtantrabhidanaHK-9927	ṭha	ṭha 
MBtantrabhidanaHK-9928	bhagamālā - ña	bhaga mālā ña 
MBtantrabhidanaHK-9929	bhagamālinī - ā|	bhaga mālinī ā 
MBtantrabhidanaHK-9930	hrblem	hrblem 
MBtantrabhidanaHK-9931	bhagalolā - ña	bhaga lolāḥ ña 
MBtantrabhidanaHK-9932	bhagavatī - e	bhagavatī e 
MBtantrabhidanaHK-9933	bhagavān -	bhagavān 
MBtantrabhidanaHK-9934	ḥ(aḥ)	ḥaḥ 
MBtantrabhidanaHK-9935	bhagasarpiṇī -	bhaga sarpiṇī 
MBtantrabhidanaHK-9936	cha|ja	cha ja 
MBtantrabhidanaHK-9937	bhagasthā - cha	bhaga sthā cha 
MBtantrabhidanaHK-9938	bhagā - ai	bhagāḥ ai 
MBtantrabhidanaHK-9939	bhagākṣī - ña	bhaga akṣī ña 
MBtantrabhidanaHK-9940	bhagālī - e|ga|sa|ha	bhagālī 
MBtantrabhidanaHK-9941	bhaginī - ṅa	bhaginī ṅa 
MBtantrabhidanaHK-9942	bhagodarī - gha	bhagodarī gha 
MBtantrabhidanaHK-9943	bhadram - bha|ma|	bhadram bhama 
MBtantrabhidanaHK-9944	va|ṣa|sa|saṃ	vaṣasasam 
MBtantrabhidanaHK-9945	bhadraḥ - krā&	bhadraḥ krā 
MBtantrabhidanaHK-9946	bhadrakālikā - ū|	bhadra kālikā u 
MBtantrabhidanaHK-9947	au	au 
MBtantrabhidanaHK-9948	bhadrakālī - tha|da|	bhadrakālī 
MBtantrabhidanaHK-9949	bha|gṛṃ	bhagṛṃ 
MBtantrabhidanaHK-9950	bhadrapadmam - ai	bhadrapadmam ai 
MBtantrabhidanaHK-9951	bhadrā - i	bhadrā i 
MBtantrabhidanaHK-9952	bhadrikā - bha|	bhadrikā bha 
MBtantrabhidanaHK-9953	bhaiṃ	bhaiṃ 
MBtantrabhidanaHK-9954	bhadriṇī - ā	bhadriṇī ā 
MBtantrabhidanaHK-9955	bhadreśaḥ - ṅa	bhadreśaḥ ṅa 
MBtantrabhidanaHK-9956	bhapatiḥ - ai|gūṃ|	bha patiḥ aigūṃ 
MBtantrabhidanaHK-9957	sa|drā&	sadrā 
MBtantrabhidanaHK-9958	bhayadaḥ - ai	bhaya daḥ ai 
MBtantrabhidanaHK-9959	bhayam - ba|vlīm	bhayam bavlīm 
MBtantrabhidanaHK-9960	bhayā - e|ba	bhayā eba 
MBtantrabhidanaHK-9961	bhayānakaḥ - tha	bhayānakaḥ tha 
MBtantrabhidanaHK-9962	bhayaṅkaraḥ - ba	bhayaṅkaraḥ ba 
MBtantrabhidanaHK-9963	bhayaṅkarī - ṝ	bhayaṅkarī ṝ 
MBtantrabhidanaHK-9964	bhayāvahaḥ - bha	bhaya āvahaḥ bha 
MBtantrabhidanaHK-9965	bharataḥ - ma	bharataḥ ma 
MBtantrabhidanaHK-9966	bharadā - tha	bharadā tha 
MBtantrabhidanaHK-9967	bharadvājaḥ - bha	bharadvājaḥ bha 
MBtantrabhidanaHK-9968	p. 31)	p 
MBtantrabhidanaHK-9969	bharuḥ - e|ga|sa|ha	bharuḥ egasaha 
MBtantrabhidanaHK-9970	bhargaḥ - e|ga|sa|	bhargaḥ egasa 
MBtantrabhidanaHK-9971	ha	ha 
MBtantrabhidanaHK-9972	bhavaḥ - e|ga|dha|	bhavaḥ egadha 
MBtantrabhidanaHK-9973	bha|sa|ha|haṃ	bhasahahaṃ 
MBtantrabhidanaHK-9974	bhavaghnī - ṭha	bhava ghnī ṭha 
MBtantrabhidanaHK-9975	bhavanāśakaḥ -	bhava nāśakaḥ 
MBtantrabhidanaHK-9976	oṃ	om 
MBtantrabhidanaHK-9977	bhavanī - a|i	bhavanī ai 
MBtantrabhidanaHK-9978	bhavaprītiḥ - dha	bhava prītiḥ dha 
MBtantrabhidanaHK-9979	bhavāyanā - ḹ	bhavāyanāḥ ḥ 
MBtantrabhidanaHK-9980	bhaveśaḥ -	bhava īśaḥ 
MBtantrabhidanaHK-9981	ḥ(aḥ)	ḥaḥ 
MBtantrabhidanaHK-9982	bhavyā - a|i|ga	bhavyā ai ga 
MBtantrabhidanaHK-9983	bhā - haṃ	bhā haṃ 
MBtantrabhidanaHK-9984	bhāgīratī - ḹ	bhāgīratī ḥ 
MBtantrabhidanaHK-9985	bhāgyam -	bhāgyam 
MBtantrabhidanaHK-9986	ḥ(aḥ)	ḥaḥ 
MBtantrabhidanaHK-9987	bhāgyā - cha	bhāgyā cha 
MBtantrabhidanaHK-9988	bhānuḥ - ka|ṭa|ma	bhānuḥ kaṭama 
MBtantrabhidanaHK-9989	bhābhūḥ - ra	bhā bhūḥ ra 
MBtantrabhidanaHK-9990	bhāminī - ṭha	bhāminī ṭha 
MBtantrabhidanaHK-9991	bhārabhūtiḥ - ṛ	bhārabhūtiḥ ṛ 
MBtantrabhidanaHK-9992	bhārgavaḥ - a|	bhārgavaḥ a 
MBtantrabhidanaHK-9993	ḹ|ḥ(aḥ)|	ḥ ḥaḥ 
MBtantrabhidanaHK-9994	brauṃ	brauṃ 
MBtantrabhidanaHK-9995	bhārgavī - ṝ	bhārgavī ṝ 
MBtantrabhidanaHK-9996	bhālam - a	bhālam a 
MBtantrabhidanaHK-9997	bhālabaddhaḥ - ga	bhāla baddhaḥ ga 
MBtantrabhidanaHK-9998	bhāvanam -	bhāvanam 
MBtantrabhidanaHK-9999	ḥ(aḥ)	ḥaḥ 
MBtantrabhidanaHK-10000	bhāskaraḥ - ka|ma	bhāskaraḥ kama 
MBtantrabhidanaHK-10001	bhāsvatī - bha|	bhāsvatī bha 
MBtantrabhidanaHK-10002	bhaim	bhaim 
MBtantrabhidanaHK-10003	bhāsvarā - ṛ	bhāsvarāḥ ṛ 
MBtantrabhidanaHK-10004	bhāsvān - i|ca|ma	bhāsvān icama 
MBtantrabhidanaHK-10005	bhīḥ - o	bhīḥ o 
MBtantrabhidanaHK-10006	bhīmaḥ - i|e|ga|ca|	bhīmaḥ i e ga ca 
MBtantrabhidanaHK-10007	ḍa|bha|ya|sa|ha	ḍa bha ya saha 
MBtantrabhidanaHK-10008	bhīmadaṃsṭrikā -	      
MBtantrabhidanaHK-10009	gha	gha 
